,LOB,CategoryRetail,subcategory,category,division,WhsCode,SaleWithoutTax,SaleTarget,TargetAchv,Targetshortfall,TMSalesMix,LMSalesMix,SaleWithoutTax_l,momsale,SaleWithoutTax_p,yoysale,tgt_margin,margin,lm_margin,ly_margin,mom_margin,asp_tm,asp_lm,asp_mom,nm%achv,yoynm%,RGM,RGMTarget,rgmachv,RGM_l,rgmmom,RGM_p,rgmyoy,FinalValueDamaged,TGTDamage,damageachv%,damage_to_sale,FinalValueDamaged_l,damage_mom,FinalValueDamaged_p,damage_yoy,FinalValueFreshDump,TGTFreshDump,freshdumpachv%,freshdump_to_sale,FinalValueFreshDump_l,freshdump_mom,FinalValueFreshDump_p,freshdump_yoy,FinalValueShrinkage,TGTShrinkage,shrinkageachv%,shrinkage_to_sale,FinalValueShrinkage_l,shrinkage_mom
218,Food,BAKERY DAIRY & FROZEN,Dairy,Dahi buttermilk & lassi,Bakery Dairy & Frozen,STR11,2965.25,0.0,0.0,0.0,0.36,0.52,1642.55,80.53,0.0,0.0,0.0,8.02,6.37,0.0,1.65,27.55,30.43,-0.09,0.0,0.0,237.75,0.0,0.0,104.63,127.23,0.0,0.0,362.67,0.0,0.0,12.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Food,STAPLE,Basic pulses,Dal & pulses,Staple,STR11,6034.3,9967.7,60.54,-3933.4,0.72,0.57,1804.95,234.32,0.0,0.0,6.88,10.3,12.13,0.0,-1.82,95.46,91.34,0.05,149.65,0.0,621.73,686.27,90.6,218.91,184.02,0.0,0.0,0.0,44.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.74,0.0,0.0,0.0,0.0
220,Food,STAPLE,Processed grains,Dal & pulses,Staple,STR11,264.29,0.0,0.0,0.0,0.03,0.04,133.93,97.33,0.0,0.0,0.0,18.35,11.05,0.0,7.3,58.2,50.0,0.16,0.0,0.0,48.5,0.0,0.0,14.8,227.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Food,STAPLE,Secondary pulses,Dal & pulses,Staple,STR11,727.15,534.59,136.02,192.56,0.09,0.12,389.54,86.67,0.0,0.0,11.15,13.41,15.04,0.0,-1.63,108.14,81.8,0.32,120.22,0.0,97.51,59.63,163.53,58.57,66.48,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0
222,Home Fashion,Home Fashion,Seasonal & festives,Decor & gardening,Home Fashion,STR11,611.96,0.0,0.0,0.0,0.07,0.06,177.68,244.42,0.0,0.0,0.0,24.25,20.31,0.0,3.95,41.33,199.0,-0.79,0.0,0.0,148.41,0.0,0.0,36.08,311.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Food,FMCG NON FOOD,Cleaning,Detergents & dishwash,FMCG Non Food,STR11,631.7,5716.31,11.05,-5084.61,0.08,0.11,334.75,88.71,0.0,0.0,0.67,1.74,10.14,0.0,-8.4,35.5,43.89,-0.19,260.27,0.0,11.01,38.28,28.76,33.95,-67.57,0.0,0.0,0.0,25.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.79,0.0,0.0,0.0,0.0
224,Food,FMCG NON FOOD,Detergents,Detergents & dishwash,FMCG Non Food,STR11,1936.49,10129.2,19.12,-8192.71,0.23,0.15,477.59,305.47,0.0,0.0,1.72,5.8,9.06,0.0,-3.26,91.4,93.93,-0.03,337.53,0.0,112.41,174.2,64.53,43.27,159.79,0.0,0.0,0.0,45.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.38,0.0,0.0,0.0,0.0
225,Food,FMCG NON FOOD,Pre & post wash,Detergents & dishwash,FMCG Non Food,STR11,28.57,244.89,11.67,-216.32,0.0,0.0,0.0,0.0,0.0,0.0,3.25,8.33,0.0,0.0,0.0,32.0,0.0,0.0,256.29,0.0,2.38,7.96,29.9,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0
226,Food,FMCG NON FOOD,Baby hyginene,Diapers & wipes,FMCG Non Food,STR11,833.95,133.36,625.34,700.59,0.1,0.0,0.0,0.0,0.0,0.0,3.34,-9.12,0.0,0.0,0.0,467.01,0.0,0.0,-273.29,0.0,-76.05,4.45,-1708.99,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0
227,GM HARDLINES,Stationery,Books & pads,Diaries notebooks & notepads,GM Hardlines,STR11,239.29,122.92,194.67,116.37,0.03,0.18,586.61,-59.21,0.0,0.0,32.02,1.5,31.81,0.0,-30.32,89.33,131.4,-0.32,4.67,0.0,3.58,39.36,9.1,186.61,-98.08,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0
228,GM Home,Crockery,Dinner & table ware,Dining & serving,GM Houseware,STR11,1543.24,129.41,1192.52,1413.83,0.19,0.18,568.21,171.6,0.0,0.0,32.66,28.53,20.2,0.0,8.33,53.56,67.05,-0.2,87.34,0.0,440.25,42.27,1041.52,114.76,283.63,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0
229,GM Home,Crockery,Drinkware,Dining & serving,GM Houseware,STR11,1291.97,2090.75,61.79,-798.78,0.15,0.29,936.07,38.02,0.0,0.0,23.73,31.72,26.38,0.0,5.34,149.0,182.33,-0.18,133.67,0.0,409.78,496.11,82.6,246.91,65.96,0.0,0.0,0.0,9.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34,0.0,0.0,0.0,0.0
230,Food,STAPLE,Dried fruits,Dry fruits,Staple,STR11,1389.08,1268.77,109.48,120.31,0.17,0.34,1079.32,28.7,0.0,0.0,23.66,17.99,19.99,0.0,-2.0,138.64,148.0,-0.06,76.02,0.0,249.89,300.23,83.23,215.74,15.83,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0
231,Food,STAPLE,Millets,Dry fruits,Staple,STR11,68.57,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,21.19,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,14.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Food,STAPLE,Nuts,Dry fruits,Staple,STR11,3932.01,0.0,0.0,0.0,0.47,0.38,1196.4,228.65,0.0,0.0,0.0,10.6,20.49,0.0,-9.9,422.7,319.51,0.32,0.0,0.0,416.66,0.0,0.0,245.19,69.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Food,STAPLE,Other dryfruits & nuts,Dry fruits,Staple,STR11,21.43,280.36,7.64,-258.93,0.0,0.02,52.68,-59.32,0.0,0.0,19.58,18.48,14.48,0.0,4.0,24.0,59.0,-0.59,94.37,0.0,3.96,54.9,7.21,7.63,-48.1,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0
234,Food,STAPLE,Processed grains,Dry fruits,Staple,STR11,85.71,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,15.39,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,13.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Food,STAPLE,Ghee,Edible oil & ghee,Staple,STR11,6757.13,13192.75,51.22,-6435.62,0.81,0.07,223.21,2927.25,0.0,0.0,2.84,5.01,6.79,0.0,-1.77,359.9,250.0,0.44,176.41,0.0,338.86,375.03,90.36,15.15,2136.7,0.0,0.0,0.0,59.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6,0.0,0.0,0.0,0.0
236,Food,STAPLE,Health oil,Edible oil & ghee,Staple,STR11,1687.61,513.3,328.78,1174.31,0.2,0.22,688.57,145.09,0.0,0.0,3.06,4.72,7.35,0.0,-2.63,354.4,241.0,0.47,154.42,0.0,79.66,15.69,507.71,50.61,57.4,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0
237,Food,STAPLE,Straight oil,Edible oil & ghee,Staple,STR11,9670.54,45675.17,21.17,-36004.63,1.16,0.65,2059.08,369.65,0.0,0.0,2.84,2.88,7.73,0.0,-4.85,184.62,154.43,0.2,101.46,0.0,278.92,1298.42,21.48,159.24,75.16,0.0,0.0,0.0,205.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.1,0.0,0.0,0.0,0.0
238,Food,BAKERY DAIRY & FROZEN,Eggs,Eggs,Bakery Dairy & Frozen,STR11,2325.0,461.12,504.21,1863.88,0.28,0.52,1665.0,39.64,0.0,0.0,1.49,4.38,5.5,0.0,-1.12,155.0,185.0,-0.16,293.35,0.0,101.91,6.89,1479.1,91.62,11.23,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0
239,Food,FMCG FOOD,Carbonated,Energy & soft drinks,FMCG Food,STR11,912.51,0.0,0.0,0.0,0.11,0.22,713.6,27.87,0.0,0.0,0.0,8.27,15.32,0.0,-7.05,47.31,47.1,0.0,0.0,0.0,75.46,0.0,0.0,109.32,-30.97,0.0,0.0,38.21,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Food,FMCG FOOD,Functional beverage,Energy & soft drinks,FMCG Food,STR11,363.62,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,254.54,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Fashion,Footwear,Footwear accessories,Fashion accessories,Fashion,STR11,276.67,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,15.06,0.0,0.0,0.0,96.83,0.0,0.0,0.0,0.0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Fashion,Mens Apparel,Mens wear,Fashion accessories,Fashion,STR11,500.4,439.84,113.77,60.56,0.06,0.0,0.0,0.0,0.0,0.0,13.65,22.26,0.0,0.0,0.0,105.08,0.0,0.0,163.12,0.0,111.4,60.03,185.57,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0
243,Fashion,Womens Apparel,Womens wear,Fashion accessories,Fashion,STR11,64.38,0.0,0.0,0.0,0.01,0.11,338.14,-80.96,0.0,0.0,0.0,22.34,58.6,0.0,-36.26,67.6,399.0,-0.83,0.0,0.0,14.38,0.0,0.0,198.14,-92.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Food,FMCG NON FOOD,Personal grooming,Fragrances,FMCG Non Food,STR11,1272.5,0.0,0.0,0.0,0.15,0.31,974.4,30.59,0.0,0.0,0.0,14.37,28.78,0.0,-14.41,166.84,229.96,-0.27,0.0,0.0,182.91,0.0,0.0,280.45,-34.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Food,BAKERY DAIRY & FROZEN,Frozen food,Fries wedges & smileys,Bakery Dairy & Frozen,STR11,385.81,0.0,0.0,0.0,0.05,0.11,342.81,12.54,0.0,0.0,0.0,-13.96,10.91,0.0,-24.87,108.02,129.92,-0.17,0.0,0.0,-53.84,0.0,0.0,37.41,-243.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Food,FMCG FOOD,Juice drink & concentrate,Fruit juices & drinks,FMCG Food,STR11,3337.77,3191.41,104.59,146.36,0.4,0.43,1380.57,141.77,0.0,0.0,0.55,3.51,16.03,0.0,-12.52,72.98,70.62,0.03,640.79,0.0,117.08,17.47,670.18,221.27,-47.09,0.0,0.0,0.0,14.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72,0.0,0.0,0.0,0.0
247,Food,FRESH,Fruits,Fruits,Fresh,STR11,1372.87,5978.98,22.96,-4606.11,0.16,0.7,2227.77,-38.37,0.0,0.0,3.86,13.63,10.97,0.0,2.66,108.46,84.89,0.28,353.14,0.0,187.16,230.82,81.09,244.36,-23.41,0.0,0.0,0.0,26.91,0.0,0.0,0.0,0.0,0.0,0.0,366.24,7.65,4787.41,26.68,702.59,-47.87,0.0,0.0,0.0,23.84,0.0,0.0,0.0,0.0
248,Food,FRESH,Vegetable,Fruits,Fresh,STR11,41.0,0.0,0.0,0.0,0.0,0.01,35.85,14.37,0.0,0.0,0.0,19.51,9.26,0.0,10.25,41.0,239.0,-0.83,0.0,0.0,8.0,0.0,0.0,3.32,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Food,FMCG NON FOOD,Hair hygiene & care,Hair care,FMCG Non Food,STR11,2265.98,5658.26,40.05,-3392.28,0.27,0.05,145.47,1457.7,0.0,0.0,1.27,-11.54,9.71,0.0,-21.25,146.56,83.42,0.76,-908.08,0.0,-261.4,71.88,-363.66,14.13,-1949.96,0.0,0.0,0.0,25.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.56,0.0,0.0,0.0,0.0
250,Food,FMCG NON FOOD,Hair styling & colors,Hair care,FMCG Non Food,STR11,63.56,47.07,135.03,16.49,0.01,0.05,145.76,-56.39,0.0,0.0,3.68,-207.74,19.02,0.0,-226.76,37.5,34.4,0.09,-5652.23,0.0,-132.04,1.73,-7632.37,27.72,-576.33,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0
251,Food,FMCG NON FOOD,Health,Health & pharmacy,FMCG Non Food,STR11,151.78,92.49,164.1,59.29,0.02,0.0,0.0,0.0,0.0,0.0,5.27,11.88,0.0,0.0,0.0,85.0,0.0,0.0,225.6,0.0,18.03,4.87,370.23,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
252,Food,FMCG NON FOOD,Pharmacy,Health & pharmacy,FMCG Non Food,STR11,279.46,52.67,530.59,226.79,0.03,0.03,105.0,166.15,0.0,0.0,3.49,11.68,0.0,0.0,11.68,104.33,117.6,-0.11,334.23,0.0,32.63,1.84,1773.37,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0
253,Food,FMCG FOOD,Hot beverage,Health drink & supplement,FMCG Food,STR11,377.85,11195.07,3.38,-10817.22,0.05,0.0,0.0,0.0,0.0,0.0,0.7,6.29,0.0,0.0,0.0,210.49,0.0,0.0,893.97,0.0,23.77,78.78,30.17,0.0,0.0,0.0,0.0,0.0,50.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.63,0.0,0.0,0.0,0.0
254,GM HARDLINES,Electronics,Small appliances,Home appliances,GM Hardlines,STR11,1826.43,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,0.0,538.8,0.0,0.0,0.0,0.0,87.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Food,FMCG FOOD,Confectionery,Indian sweets,FMCG Food,STR11,552.39,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,20.28,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,112.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,GM Home,Utensils,Kitchen tool,Kitchen tools & accessories,GM Houseware,STR11,834.7,1030.62,80.99,-195.92,0.1,0.12,384.56,117.05,0.0,0.0,39.03,30.25,-81.91,0.0,112.15,136.22,86.85,0.57,77.48,0.0,252.46,402.3,62.75,-314.98,-180.15,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,0.0
257,GM Home,Plastic,Kitchen storage & utility,Lunch box sippers & bottles,GM Houseware,STR11,188.24,0.0,0.0,0.0,0.02,0.04,126.28,49.07,0.0,0.0,0.0,29.27,36.65,0.0,-7.38,74.04,149.01,-0.5,0.0,0.0,55.09,0.0,0.0,46.28,19.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,GM Home,Plastic,Thermoware,Lunch box sippers & bottles,GM Houseware,STR11,600.57,855.23,70.22,-254.66,0.07,0.16,507.65,18.3,0.0,0.0,24.98,24.57,28.1,0.0,-3.53,349.0,599.03,-0.42,98.36,0.0,147.57,213.65,69.07,142.65,3.45,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0
259,Food,FMCG NON FOOD,Personal grooming,Make up,FMCG Non Food,STR11,815.29,0.0,0.0,0.0,0.1,0.04,124.3,555.91,0.0,0.0,0.0,12.91,3.06,0.0,9.86,191.2,146.67,0.3,0.0,0.0,105.29,0.0,0.0,3.8,2670.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Fashion,Mens Apparel,Mens casual wear,Mens apparel,Fashion,STR11,5961.19,7655.08,77.87,-1693.89,0.72,0.0,0.0,0.0,0.0,0.0,19.75,-13.99,0.0,0.0,0.0,347.74,0.0,0.0,-70.86,0.0,-834.04,1511.5,-55.18,0.0,0.0,0.0,0.0,0.0,34.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.52,0.0,0.0,0.0,0.0
261,Fashion,Mens Apparel,Mens undergarments,Mens apparel,Fashion,STR11,492.0,3390.82,14.51,-2898.82,0.06,0.13,398.1,23.59,0.0,0.0,9.14,22.47,24.21,0.0,-1.74,172.2,418.0,-0.59,245.94,0.0,110.56,309.82,35.69,96.37,14.72,0.0,0.0,0.0,15.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52,0.0,0.0,0.0,0.0
262,Food,BAKERY DAIRY & FROZEN,Dairy,Milk & milk products,Bakery Dairy & Frozen,STR11,845.68,0.0,0.0,0.0,0.1,0.26,830.92,1.78,0.0,0.0,0.0,9.21,6.97,0.0,2.24,36.7,48.59,-0.24,0.0,0.0,77.91,0.0,0.0,57.92,34.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Food,FMCG FOOD,Noodles & pasta,Noodles pasta & soups,FMCG Food,STR11,4605.11,5957.37,77.3,-1352.26,0.55,0.33,1058.7,334.98,0.0,0.0,0.7,-13.74,1.95,0.0,-15.69,48.53,28.23,0.72,-1952.87,0.0,-632.82,41.92,-1509.59,20.6,-3171.94,0.0,0.0,0.0,26.81,0.0,0.0,52.6,0.0,0.0,0.0,0.0,7.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,0.0,0.0
264,Food,FMCG FOOD,Snacks & branded foods,Noodles pasta & soups,FMCG Food,STR11,156.26,114.08,136.97,42.18,0.02,0.0,0.0,0.0,0.0,0.0,6.07,37.14,0.0,0.0,0.0,87.5,0.0,0.0,611.44,0.0,58.04,6.93,837.52,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0
265,Food,FMCG FOOD,Soup,Noodles pasta & soups,FMCG Food,STR11,42.37,63.97,66.23,-21.6,0.01,0.02,57.63,-26.48,0.0,0.0,3.27,1.46,7.58,0.0,-6.12,50.0,68.0,-0.26,44.79,0.0,0.62,2.09,29.67,4.37,-85.81,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0
266,Food,BAKERY DAIRY & FROZEN,Frozen food,Nuggets & fingers,Bakery Dairy & Frozen,STR11,366.96,0.0,0.0,0.0,0.04,0.08,258.04,42.21,0.0,0.0,0.0,7.16,2.92,0.0,4.24,205.5,144.5,0.42,0.0,0.0,26.29,0.0,0.0,7.54,248.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,GM HARDLINES,Stationery,Office stationery,Office supplies,GM Hardlines,STR11,85.59,30.39,281.64,55.2,0.01,0.0,0.0,0.0,0.0,0.0,16.62,11.67,0.0,0.0,0.0,33.67,0.0,0.0,70.24,0.0,9.99,5.05,197.82,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
268,Food,FRESH,Vegetable,Onion potato & tomatoes,Fresh,STR11,2609.35,0.0,0.0,0.0,0.31,0.69,2203.63,18.41,0.0,0.0,0.0,23.2,19.27,0.0,3.94,35.31,32.79,0.08,0.0,0.0,605.47,0.0,0.0,424.56,42.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.2,0.0,0.0,3.65,189.64,-49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Food,FMCG NON FOOD,Tooth care,Oral care,FMCG Non Food,STR11,2300.62,2670.11,86.16,-369.49,0.28,0.17,550.01,318.29,0.0,0.0,4.15,14.94,14.84,0.0,0.1,82.26,108.17,-0.24,360.48,0.0,343.8,110.69,310.6,81.63,321.17,0.0,0.0,0.0,12.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,0.0,0.0,0.0,0.0
270,Food,BAKERY DAIRY & FROZEN,Dairy,Paneer tofu & creams,Bakery Dairy & Frozen,STR11,1589.5,0.0,0.0,0.0,0.19,0.14,438.5,262.49,0.0,0.0,0.0,4.41,14.07,0.0,-9.66,98.57,188.89,-0.48,0.0,0.0,70.08,0.0,0.0,61.7,13.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,GM HARDLINES,Stationery,Writing instruments,Pen pencils & other supplies,GM Hardlines,STR11,111.17,715.14,15.55,-603.97,0.01,0.0,0.0,0.0,0.0,0.0,28.22,17.11,0.0,0.0,0.0,15.56,0.0,0.0,60.64,0.0,19.02,201.78,9.43,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0
272,Food,FMCG NON FOOD,Feminine hygiene,Personal care,FMCG Non Food,STR11,445.65,527.5,84.48,-81.85,0.05,0.14,453.18,-1.66,0.0,0.0,2.28,22.55,0.17,0.0,22.38,63.66,75.53,-0.16,988.03,0.0,100.5,12.04,834.72,0.77,12951.95,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0
273,Food,FMCG NON FOOD,Personal grooming,Personal care,FMCG Non Food,STR11,3612.6,6222.79,58.05,-2610.19,0.43,0.59,1860.37,94.19,0.0,0.0,0.63,9.86,17.68,0.0,-7.82,132.25,96.2,0.37,1571.85,0.0,356.25,39.04,912.53,328.94,8.3,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.81,0.0,0.0,0.0,0.0
